PORTFOLIO,COMPANY_CODE,KEY_DATE,AMOUNT,CURRENCY,FISCAL_YEAR,EXPECTATION_CHANGE,CLASSIFICATION,RISK_TYPE,SHOCK,RISK_CLASS,IMPACT,GROWTH_PERCENT
COMP_1_L,IND03,30.09.2000,18594.67296,INR,2000,19,L,Mortality,0.15,Underwriting Risk,2789.200944,75
COMP_1_L,IND03,30.09.2000,7437.869183,INR,2000,20,L,Morbidity,-0.25,Underwriting Risk,-1859.467296,-45.83333333
COMP_1_L,IND03,30.09.2000,22313.60755,INR,2000,21,L,Longevity,0.3,Underwriting Risk,6694.082265,250
COMP_1_L,IND03,30.09.2000,5578.401887,INR,2000,22,L,Lapse,-0.2,Underwriting Risk,-1115.680377,-16.66666667
COMP_1_L,IND03,30.09.2000,16735.20566,INR,2000,23,L,Expense,0.1,Underwriting Risk,1673.520566,133.3333333
COMP_2_L,IND03,30.09.2000,9297.336479,INR,2000,19,L,Mortality,0.15,Underwriting Risk,1394.600472,75
COMP_2_L,IND03,30.09.2000,3718.934591,INR,2000,20,L,Morbidity,-0.25,Underwriting Risk,-929.7336479,-45.83333333
COMP_2_L,IND03,30.09.2000,11156.80377,INR,2000,21,L,Longevity,0.2,Underwriting Risk,2231.360755,133.3333333
COMP_2_L,IND03,30.09.2000,2789.200944,INR,2000,22,L,Lapse,-0.2,Underwriting Risk,-557.8401887,-55.55555556
COMP_2_L,IND03,30.09.2000,8367.602831,INR,2000,23,L,Expense,0.1,Underwriting Risk,836.7602831,-22.22222222
COMP_1_NL,IND03,30.09.2000,37189.34591,INR,2000,19,A,Equity,-0.15,Underwriting Risk,-5578.401887,-75
COMP_1_NL,IND03,30.09.2000,18594.67296,INR,2000,20,A,Property,-0.1,Underwriting Risk,-1859.467296,-16.66666667
COMP_1_NL,IND03,30.09.2000,18594.67296,INR,2000,21,A,Stock Prices,0.07,Underwriting Risk,1301.627107,308.3333333
COMP_1_NL,IND03,30.09.2000,9297.336479,INR,2000,22,A,Market Volatility,0.25,Underwriting Risk,2324.33412,-2.777777778
COMP_1_NL,IND03,30.09.2000,3718.934591,INR,2000,23,L,Premium&Reserve,0.1,Underwriting Risk,371.8934591,-22.22222222
COMP_2_NL,IND03,30.09.2000,18594.67296,INR,2000,19,A,Equity,-0.15,Underwriting Risk,-2789.200944,-75
COMP_2_NL,IND03,30.09.2000,9297.336479,INR,2000,20,A,Property,-0.1,Underwriting Risk,-929.7336479,22.22222222
COMP_2_NL,IND03,30.09.2000,9297.336479,INR,2000,21,A,Stock Prices,0.07,Underwriting Risk,650.8135535,-31.94444444
COMP_2_NL,IND03,30.09.2000,4648.668239,INR,2000,22,A,Market Volatility,0.25,Underwriting Risk,1162.16706,-2.777777778
COMP_2_NL,IND03,30.09.2000,1859.467296,INR,2000,23,L,Premium&Reserve,0.1,Underwriting Risk,185.9467296,-22.22222222
COMP_1_L,IND03,31.12.2000,21251.05481,INR,2000,19,L,Mortality,0.2,Underwriting Risk,4250.210962,52.38095238
COMP_1_L,IND03,31.12.2000,8500.421923,INR,2000,20,L,Morbidity,-0.3,Underwriting Risk,-2550.126577,-37.14285714
COMP_1_L,IND03,31.12.2000,25501.26577,INR,2000,21,L,Longevity,0.2,Underwriting Risk,5100.253154,-23.80952381
COMP_1_L,IND03,31.12.2000,6375.316442,INR,2000,22,L,Lapse,-0.2,Underwriting Risk,-1275.063288,-14.28571429
COMP_1_L,IND03,31.12.2000,19125.94933,INR,2000,23,L,Expense,0.3,Underwriting Risk,5737.784798,242.8571429
COMP_2_L,IND03,31.12.2000,10625.5274,INR,2000,19,L,Mortality,0.2,Underwriting Risk,2125.105481,52.38095238
COMP_2_L,IND03,31.12.2000,4250.210962,INR,2000,20,L,Morbidity,-0.3,Underwriting Risk,-1275.063288,-37.14285714
COMP_2_L,IND03,31.12.2000,12750.63288,INR,2000,21,L,Longevity,0.3,Underwriting Risk,3825.189865,71.42857143
COMP_2_L,IND03,31.12.2000,3187.658221,INR,2000,22,L,Lapse,-0.25,Underwriting Risk,-796.9145553,-42.85714286
COMP_2_L,IND03,31.12.2000,9562.974664,INR,2000,23,L,Expense,0.05,Underwriting Risk,478.1487332,-42.85714286
COMP_1_NL,IND03,31.12.2000,42502.10962,INR,2000,19,A,Equity,-0.2,Underwriting Risk,-8500.421923,-52.38095238
COMP_1_NL,IND03,31.12.2000,21251.05481,INR,2000,20,A,Property,-0.1,Underwriting Risk,-2125.105481,-14.28571429
COMP_1_NL,IND03,31.12.2000,21251.05481,INR,2000,21,A,Stock Prices,0.12,Underwriting Risk,2550.126577,95.91836735
COMP_1_NL,IND03,31.12.2000,10625.5274,INR,2000,22,A,Market Volatility,0.2,Underwriting Risk,2125.105481,-8.571428571
COMP_1_NL,IND03,31.12.2000,4250.210962,INR,2000,23,L,Premium&Reserve,0.05,Underwriting Risk,212.5105481,-42.85714286
COMP_2_NL,IND03,31.12.2000,21251.05481,INR,2000,19,A,Equity,-0.2,Underwriting Risk,-4250.210962,-52.38095238
COMP_2_NL,IND03,31.12.2000,10625.5274,INR,2000,20,A,Property,-0.05,Underwriting Risk,-531.2763702,42.85714286
COMP_2_NL,IND03,31.12.2000,10625.5274,INR,2000,21,A,Stock Prices,0.02,Underwriting Risk,212.5105481,-67.34693878
COMP_2_NL,IND03,31.12.2000,5312.763702,INR,2000,22,A,Market Volatility,0.2,Underwriting Risk,1062.55274,-8.571428571
COMP_2_NL,IND03,31.12.2000,2125.105481,INR,2000,23,L,Premium&Reserve,0.05,Underwriting Risk,106.255274,-42.85714286
COMP_1_L,IND03,31.03.2001,23907.43666,INR,2000,19,L,Mortality,0.1,Underwriting Risk,2390.743666,-43.75
COMP_1_L,IND03,31.03.2001,9562.974664,INR,2000,20,L,Morbidity,-0.2,Underwriting Risk,-1912.594933,25
COMP_1_L,IND03,31.03.2001,28688.92399,INR,2000,21,L,Longevity,0.1,Underwriting Risk,2868.892399,-43.75
COMP_1_L,IND03,31.03.2001,7172.230998,INR,2000,22,L,Lapse,-0.2,Underwriting Risk,-1434.4462,-12.5
COMP_1_L,IND03,31.03.2001,21516.69299,INR,2000,23,L,Expense,0.05,Underwriting Risk,1075.83465,-81.25
COMP_2_L,IND03,31.03.2001,11953.71833,INR,2000,19,L,Mortality,0.1,Underwriting Risk,1195.371833,-43.75
COMP_2_L,IND03,31.03.2001,4781.487332,INR,2000,20,L,Morbidity,-0.2,Underwriting Risk,-956.2974664,25
COMP_2_L,IND03,31.03.2001,14344.462,INR,2000,21,L,Longevity,0.1,Underwriting Risk,1434.4462,-62.5
COMP_2_L,IND03,31.03.2001,3586.115499,INR,2000,22,L,Lapse,-0.15,Underwriting Risk,-537.9173248,32.5
COMP_2_L,IND03,31.03.2001,10758.3465,INR,2000,23,L,Expense,0.15,Underwriting Risk,1613.751974,237.5
COMP_1_NL,IND03,31.03.2001,47814.87332,INR,2000,19,A,Equity,-0.1,Underwriting Risk,-4781.487332,43.75
COMP_1_NL,IND03,31.03.2001,23907.43666,INR,2000,20,A,Property,-0.1,Underwriting Risk,-2390.743666,-12.5
COMP_1_NL,IND03,31.03.2001,23907.43666,INR,2000,21,A,Stock Prices,0.02,Underwriting Risk,478.1487332,-81.25
COMP_1_NL,IND03,31.03.2001,11953.71833,INR,2000,22,A,Market Volatility,0.3,Underwriting Risk,3586.115499,68.75
COMP_1_NL,IND03,31.03.2001,4781.487332,INR,2000,23,L,Premium&Reserve,0.15,Underwriting Risk,717.2230998,237.5
COMP_2_NL,IND03,31.03.2001,23907.43666,INR,2000,19,A,Equity,-0.1,Underwriting Risk,-2390.743666,43.75
COMP_2_NL,IND03,31.03.2001,11953.71833,INR,2000,20,A,Property,-0.15,Underwriting Risk,-1793.057749,-237.5
COMP_2_NL,IND03,31.03.2001,11953.71833,INR,2000,21,A,Stock Prices,0.12,Underwriting Risk,1434.4462,575
COMP_2_NL,IND03,31.03.2001,5976.859165,INR,2000,22,A,Market Volatility,0.3,Underwriting Risk,1793.057749,68.75
COMP_2_NL,IND03,31.03.2001,2390.743666,INR,2000,23,L,Premium&Reserve,0.15,Underwriting Risk,358.6115499,237.5
COMP_1_L,IND03,30.06.2001,21516.69299,INR,2001,19,L,Mortality,0.15,Underwriting Risk,3227.503949,35
COMP_1_L,IND03,30.06.2001,8606.677197,INR,2001,20,L,Morbidity,-0.25,Underwriting Risk,-2151.669299,-12.5
COMP_1_L,IND03,30.06.2001,25820.03159,INR,2001,21,L,Longevity,0.3,Underwriting Risk,7746.009478,170
COMP_1_L,IND03,30.06.2001,6455.007898,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-1291.00158,10
COMP_1_L,IND03,30.06.2001,19365.02369,INR,2001,23,L,Expense,0.1,Underwriting Risk,1936.502369,80
COMP_2_L,IND03,30.06.2001,10758.3465,INR,2001,19,L,Mortality,0.15,Underwriting Risk,1613.751974,35
COMP_2_L,IND03,30.06.2001,4303.338599,INR,2001,20,L,Morbidity,-0.25,Underwriting Risk,-1075.83465,-12.5
COMP_2_L,IND03,30.06.2001,12910.0158,INR,2001,21,L,Longevity,0.2,Underwriting Risk,2582.003159,80
COMP_2_L,IND03,30.06.2001,3227.503949,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-645.5007898,-20
COMP_2_L,IND03,30.06.2001,9682.511847,INR,2001,23,L,Expense,0.1,Underwriting Risk,968.2511847,-40
COMP_1_NL,IND03,30.06.2001,43033.38599,INR,2001,19,A,Equity,-0.15,Underwriting Risk,-6455.007898,-35
COMP_1_NL,IND03,30.06.2001,21516.69299,INR,2001,20,A,Property,-0.1,Underwriting Risk,-2151.669299,10
COMP_1_NL,IND03,30.06.2001,21516.69299,INR,2001,21,A,Stock Prices,0.07,Underwriting Risk,1506.16851,215
COMP_1_NL,IND03,30.06.2001,10758.3465,INR,2001,22,A,Market Volatility,0.25,Underwriting Risk,2689.586624,-25
COMP_1_NL,IND03,30.06.2001,4303.338599,INR,2001,23,L,Premium&Reserve,0.1,Underwriting Risk,430.3338599,-40
COMP_2_NL,IND03,30.06.2001,21516.69299,INR,2001,19,A,Equity,-0.15,Underwriting Risk,-3227.503949,-35
COMP_2_NL,IND03,30.06.2001,10758.3465,INR,2001,20,A,Property,-0.1,Underwriting Risk,-1075.83465,40
COMP_2_NL,IND03,30.06.2001,10758.3465,INR,2001,21,A,Stock Prices,0.07,Underwriting Risk,753.0842548,-47.5
COMP_2_NL,IND03,30.06.2001,5379.173248,INR,2001,22,A,Market Volatility,0.25,Underwriting Risk,1344.793312,-25
COMP_2_NL,IND03,30.06.2001,2151.669299,INR,2001,23,L,Premium&Reserve,0.1,Underwriting Risk,215.1669299,-40
COMP_1_L,IND03,30.09.2001,16735.20566,INR,2001,19,L,Mortality,0.2,Underwriting Risk,3347.041132,3.703703704
COMP_1_L,IND03,30.09.2001,6694.082265,INR,2001,20,L,Morbidity,-0.3,Underwriting Risk,-2008.224679,6.666666667
COMP_1_L,IND03,30.09.2001,20082.24679,INR,2001,21,L,Longevity,0.2,Underwriting Risk,4016.449359,-48.14814815
COMP_1_L,IND03,30.09.2001,5020.561698,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-1004.11234,22.22222222
COMP_1_L,IND03,30.09.2001,15061.6851,INR,2001,23,L,Expense,0.3,Underwriting Risk,4518.505529,133.3333333
COMP_2_L,IND03,30.09.2001,8367.602831,INR,2001,19,L,Mortality,0.2,Underwriting Risk,1673.520566,3.703703704
COMP_2_L,IND03,30.09.2001,3347.041132,INR,2001,20,L,Morbidity,-0.3,Underwriting Risk,-1004.11234,6.666666667
COMP_2_L,IND03,30.09.2001,10041.1234,INR,2001,21,L,Longevity,0.3,Underwriting Risk,3012.337019,16.66666667
COMP_2_L,IND03,30.09.2001,2510.280849,INR,2001,22,L,Lapse,-0.25,Underwriting Risk,-627.5702123,2.777777778
COMP_2_L,IND03,30.09.2001,7530.842548,INR,2001,23,L,Expense,0.05,Underwriting Risk,376.5421274,-61.11111111
COMP_1_NL,IND03,30.09.2001,33470.41132,INR,2001,19,A,Equity,-0.2,Underwriting Risk,-6694.082265,-3.703703704
COMP_1_NL,IND03,30.09.2001,16735.20566,INR,2001,20,A,Property,-0.1,Underwriting Risk,-1673.520566,22.22222222
COMP_1_NL,IND03,30.09.2001,16735.20566,INR,2001,21,A,Stock Prices,0.12,Underwriting Risk,2008.224679,33.33333333
COMP_1_NL,IND03,30.09.2001,8367.602831,INR,2001,22,A,Market Volatility,0.2,Underwriting Risk,1673.520566,-37.77777778
COMP_1_NL,IND03,30.09.2001,3347.041132,INR,2001,23,L,Premium&Reserve,0.05,Underwriting Risk,167.3520566,-61.11111111
COMP_2_NL,IND03,30.09.2001,16735.20566,INR,2001,19,A,Equity,-0.2,Underwriting Risk,-3347.041132,-3.703703704
COMP_2_NL,IND03,30.09.2001,8367.602831,INR,2001,20,A,Property,-0.05,Underwriting Risk,-418.3801415,61.11111111
COMP_2_NL,IND03,30.09.2001,8367.602831,INR,2001,21,A,Stock Prices,0.02,Underwriting Risk,167.3520566,-77.77777778
COMP_2_NL,IND03,30.09.2001,4183.801415,INR,2001,22,A,Market Volatility,0.2,Underwriting Risk,836.7602831,-37.77777778
COMP_2_NL,IND03,30.09.2001,1673.520566,INR,2001,23,L,Premium&Reserve,0.05,Underwriting Risk,83.67602831,-61.11111111
COMP_1_L,IND03,31.12.2001,11953.71833,INR,2001,19,L,Mortality,0.1,Underwriting Risk,1195.371833,-64.28571429
COMP_1_L,IND03,31.12.2001,4781.487332,INR,2001,20,L,Morbidity,-0.2,Underwriting Risk,-956.2974664,52.38095238
COMP_1_L,IND03,31.12.2001,14344.462,INR,2001,21,L,Longevity,0.1,Underwriting Risk,1434.4462,-64.28571429
COMP_1_L,IND03,31.12.2001,3586.115499,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-717.2230998,28.57142857
COMP_1_L,IND03,31.12.2001,10758.3465,INR,2001,23,L,Expense,0.05,Underwriting Risk,537.9173248,-88.0952381
COMP_2_L,IND03,31.12.2001,5976.859165,INR,2001,19,L,Mortality,0.1,Underwriting Risk,597.6859165,-64.28571429
COMP_2_L,IND03,31.12.2001,2390.743666,INR,2001,20,L,Morbidity,-0.2,Underwriting Risk,-478.1487332,52.38095238
COMP_2_L,IND03,31.12.2001,7172.230998,INR,2001,21,L,Longevity,0.1,Underwriting Risk,717.2230998,-76.19047619
COMP_2_L,IND03,31.12.2001,1793.057749,INR,2001,22,L,Lapse,-0.15,Underwriting Risk,-268.9586624,57.14285714
COMP_2_L,IND03,31.12.2001,5379.173248,INR,2001,23,L,Expense,0.15,Underwriting Risk,806.8759872,114.2857143
COMP_1_NL,IND03,31.12.2001,23907.43666,INR,2001,19,A,Equity,-0.1,Underwriting Risk,-2390.743666,64.28571429
COMP_1_NL,IND03,31.12.2001,11953.71833,INR,2001,20,A,Property,-0.1,Underwriting Risk,-1195.371833,28.57142857
COMP_1_NL,IND03,31.12.2001,11953.71833,INR,2001,21,A,Stock Prices,0.02,Underwriting Risk,239.0743666,-88.0952381
COMP_1_NL,IND03,31.12.2001,5976.859165,INR,2001,22,A,Market Volatility,0.3,Underwriting Risk,1793.057749,7.142857143
COMP_1_NL,IND03,31.12.2001,2390.743666,INR,2001,23,L,Premium&Reserve,0.15,Underwriting Risk,358.6115499,114.2857143
COMP_2_NL,IND03,31.12.2001,11953.71833,INR,2001,19,A,Equity,-0.1,Underwriting Risk,-1195.371833,64.28571429
COMP_2_NL,IND03,31.12.2001,5976.859165,INR,2001,20,A,Property,-0.15,Underwriting Risk,-896.5288747,-114.2857143
COMP_2_NL,IND03,31.12.2001,5976.859165,INR,2001,21,A,Stock Prices,0.12,Underwriting Risk,717.2230998,328.5714286
COMP_2_NL,IND03,31.12.2001,2988.429582,INR,2001,22,A,Market Volatility,0.3,Underwriting Risk,896.5288747,7.142857143
COMP_2_NL,IND03,31.12.2001,1195.371833,INR,2001,23,L,Premium&Reserve,0.15,Underwriting Risk,179.3057749,114.2857143
COMP_1_L,IND03,31.03.2002,7172.230998,INR,2001,19,L,Mortality,0.15,Underwriting Risk,1075.83465,-10
COMP_1_L,IND03,31.03.2002,2868.892399,INR,2001,20,L,Morbidity,-0.25,Underwriting Risk,-717.2230998,25
COMP_1_L,IND03,31.03.2002,8606.677197,INR,2001,21,L,Longevity,0.3,Underwriting Risk,2582.003159,80
COMP_1_L,IND03,31.03.2002,2151.669299,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-430.3338599,40
COMP_1_L,IND03,31.03.2002,6455.007898,INR,2001,23,L,Expense,0.1,Underwriting Risk,645.5007898,20
COMP_2_L,IND03,31.03.2002,3586.115499,INR,2001,19,L,Mortality,0.15,Underwriting Risk,537.9173248,-10
COMP_2_L,IND03,31.03.2002,1434.4462,INR,2001,20,L,Morbidity,-0.25,Underwriting Risk,-358.6115499,25
COMP_2_L,IND03,31.03.2002,4303.338599,INR,2001,21,L,Longevity,0.2,Underwriting Risk,860.6677197,20
COMP_2_L,IND03,31.03.2002,1075.83465,INR,2001,22,L,Lapse,-0.2,Underwriting Risk,-215.1669299,20
COMP_2_L,IND03,31.03.2002,3227.503949,INR,2001,23,L,Expense,0.1,Underwriting Risk,322.7503949,-60
COMP_1_NL,IND03,31.03.2002,14344.462,INR,2001,19,A,Equity,-0.15,Underwriting Risk,-2151.669299,10
COMP_1_NL,IND03,31.03.2002,7172.230998,INR,2001,20,A,Property,-0.1,Underwriting Risk,-717.2230998,40
COMP_1_NL,IND03,31.03.2002,7172.230998,INR,2001,21,A,Stock Prices,0.07,Underwriting Risk,502.0561698,110
COMP_1_NL,IND03,31.03.2002,3586.115499,INR,2001,22,A,Market Volatility,0.25,Underwriting Risk,896.5288747,-50
COMP_1_NL,IND03,31.03.2002,1434.4462,INR,2001,23,L,Premium&Reserve,0.1,Underwriting Risk,143.44462,-60
COMP_2_NL,IND03,31.03.2002,7172.230998,INR,2001,19,A,Equity,-0.15,Underwriting Risk,-1075.83465,10
COMP_2_NL,IND03,31.03.2002,3586.115499,INR,2001,20,A,Property,-0.1,Underwriting Risk,-358.6115499,60
COMP_2_NL,IND03,31.03.2002,3586.115499,INR,2001,21,A,Stock Prices,0.07,Underwriting Risk,251.0280849,-65
COMP_2_NL,IND03,31.03.2002,1793.057749,INR,2001,22,A,Market Volatility,0.25,Underwriting Risk,448.2644374,-50
COMP_2_NL,IND03,31.03.2002,717.2230998,INR,2001,23,L,Premium&Reserve,0.1,Underwriting Risk,71.72230998,-60
COMP_1_L,IND03,30.06.2002,8606.677197,INR,2002,19,L,Mortality,0.2,Underwriting Risk,1721.335439,60
COMP_1_L,IND03,30.06.2002,3442.670879,INR,2002,20,L,Morbidity,-0.3,Underwriting Risk,-1032.801264,-44
COMP_1_L,IND03,30.06.2002,10328.01264,INR,2002,21,L,Longevity,0.2,Underwriting Risk,2065.602527,-20
COMP_1_L,IND03,30.06.2002,2582.003159,INR,2002,22,L,Lapse,-0.2,Underwriting Risk,-516.4006318,-20
COMP_1_L,IND03,30.06.2002,7746.009478,INR,2002,23,L,Expense,0.3,Underwriting Risk,2323.802843,260
COMP_2_L,IND03,30.06.2002,4303.338599,INR,2002,19,L,Mortality,0.2,Underwriting Risk,860.6677197,60
COMP_2_L,IND03,30.06.2002,1721.335439,INR,2002,20,L,Morbidity,-0.3,Underwriting Risk,-516.4006318,-44
COMP_2_L,IND03,30.06.2002,5164.006318,INR,2002,21,L,Longevity,0.3,Underwriting Risk,1549.201896,80
COMP_2_L,IND03,30.06.2002,1291.00158,INR,2002,22,L,Lapse,-0.25,Underwriting Risk,-322.7503949,-50
COMP_2_L,IND03,30.06.2002,3873.004739,INR,2002,23,L,Expense,0.05,Underwriting Risk,193.6502369,-40
COMP_1_NL,IND03,30.06.2002,17213.35439,INR,2002,19,A,Equity,-0.2,Underwriting Risk,-3442.670879,-60
COMP_1_NL,IND03,30.06.2002,8606.677197,INR,2002,20,A,Property,-0.1,Underwriting Risk,-860.6677197,-20
COMP_1_NL,IND03,30.06.2002,8606.677197,INR,2002,21,A,Stock Prices,0.12,Underwriting Risk,1032.801264,105.7142857
COMP_1_NL,IND03,30.06.2002,4303.338599,INR,2002,22,A,Market Volatility,0.2,Underwriting Risk,860.6677197,-4
COMP_1_NL,IND03,30.06.2002,1721.335439,INR,2002,23,L,Premium&Reserve,0.05,Underwriting Risk,86.06677197,-40
COMP_2_NL,IND03,30.06.2002,8606.677197,INR,2002,19,A,Equity,-0.2,Underwriting Risk,-1721.335439,-60
COMP_2_NL,IND03,30.06.2002,4303.338599,INR,2002,20,A,Property,-0.05,Underwriting Risk,-215.1669299,40
COMP_2_NL,IND03,30.06.2002,4303.338599,INR,2002,21,A,Stock Prices,0.02,Underwriting Risk,86.06677197,-65.71428571
COMP_2_NL,IND03,30.06.2002,2151.669299,INR,2002,22,A,Market Volatility,0.2,Underwriting Risk,430.3338599,-4
COMP_2_NL,IND03,30.06.2002,860.6677197,INR,2002,23,L,Premium&Reserve,0.05,Underwriting Risk,43.03338599,-40
COMP_1_L,IND03,30.09.2002,10041.1234,INR,2002,19,L,Mortality,0.1,Underwriting Risk,1004.11234,-41.66666667
COMP_1_L,IND03,30.09.2002,4016.449359,INR,2002,20,L,Morbidity,-0.2,Underwriting Risk,-803.2898717,22.22222222
COMP_1_L,IND03,30.09.2002,12049.34808,INR,2002,21,L,Longevity,0.1,Underwriting Risk,1204.934808,-41.66666667
COMP_1_L,IND03,30.09.2002,3012.337019,INR,2002,22,L,Lapse,-0.2,Underwriting Risk,-602.4674038,-16.66666667
COMP_1_L,IND03,30.09.2002,9037.011057,INR,2002,23,L,Expense,0.05,Underwriting Risk,451.8505529,-80.55555556
COMP_2_L,IND03,30.09.2002,5020.561698,INR,2002,19,L,Mortality,0.1,Underwriting Risk,502.0561698,-41.66666667
COMP_2_L,IND03,30.09.2002,2008.224679,INR,2002,20,L,Morbidity,-0.2,Underwriting Risk,-401.6449359,22.22222222
COMP_2_L,IND03,30.09.2002,6024.674038,INR,2002,21,L,Longevity,0.1,Underwriting Risk,602.4674038,-61.11111111
COMP_2_L,IND03,30.09.2002,1506.16851,INR,2002,22,L,Lapse,-0.15,Underwriting Risk,-225.9252764,30
COMP_2_L,IND03,30.09.2002,4518.505529,INR,2002,23,L,Expense,0.15,Underwriting Risk,677.7758293,250
COMP_1_NL,IND03,30.09.2002,20082.24679,INR,2002,19,A,Equity,-0.1,Underwriting Risk,-2008.224679,41.66666667
COMP_1_NL,IND03,30.09.2002,10041.1234,INR,2002,20,A,Property,-0.1,Underwriting Risk,-1004.11234,-16.66666667
COMP_1_NL,IND03,30.09.2002,10041.1234,INR,2002,21,A,Stock Prices,0.02,Underwriting Risk,200.8224679,-80.55555556
COMP_1_NL,IND03,30.09.2002,5020.561698,INR,2002,22,A,Market Volatility,0.3,Underwriting Risk,1506.16851,75
COMP_1_NL,IND03,30.09.2002,2008.224679,INR,2002,23,L,Premium&Reserve,0.15,Underwriting Risk,301.2337019,250
COMP_2_NL,IND03,30.09.2002,10041.1234,INR,2002,19,A,Equity,-0.1,Underwriting Risk,-1004.11234,41.66666667
COMP_2_NL,IND03,30.09.2002,5020.561698,INR,2002,20,A,Property,-0.15,Underwriting Risk,-753.0842548,-250
COMP_2_NL,IND03,30.09.2002,5020.561698,INR,2002,21,A,Stock Prices,0.12,Underwriting Risk,602.4674038,600
COMP_2_NL,IND03,30.09.2002,2510.280849,INR,2002,22,A,Market Volatility,0.3,Underwriting Risk,753.0842548,75
COMP_2_NL,IND03,30.09.2002,1004.11234,INR,2002,23,L,Premium&Reserve,0.15,Underwriting Risk,150.616851,250
COMP_1_L,IND03,31.12.2002,11475.5696,INR,2002,19,L,Mortality,0.15,Underwriting Risk,1721.335439,71.42857143
COMP_1_L,IND03,31.12.2002,4590.227839,INR,2002,20,L,Morbidity,-0.25,Underwriting Risk,-1147.55696,-42.85714286
COMP_1_L,IND03,31.12.2002,13770.68352,INR,2002,21,L,Longevity,0.3,Underwriting Risk,4131.205055,242.8571429
COMP_1_L,IND03,31.12.2002,3442.670879,INR,2002,22,L,Lapse,-0.2,Underwriting Risk,-688.5341758,-14.28571429
COMP_1_L,IND03,31.12.2002,10328.01264,INR,2002,23,L,Expense,0.1,Underwriting Risk,1032.801264,128.5714286
COMP_2_L,IND03,31.12.2002,5737.784798,INR,2002,19,L,Mortality,0.15,Underwriting Risk,860.6677197,71.42857143
COMP_2_L,IND03,31.12.2002,2295.113919,INR,2002,20,L,Morbidity,-0.25,Underwriting Risk,-573.7784798,-42.85714286
COMP_2_L,IND03,31.12.2002,6885.341758,INR,2002,21,L,Longevity,0.2,Underwriting Risk,1377.068352,128.5714286
COMP_2_L,IND03,31.12.2002,1721.335439,INR,2002,22,L,Lapse,-0.2,Underwriting Risk,-344.2670879,-52.38095238
COMP_2_L,IND03,31.12.2002,5164.006318,INR,2002,23,L,Expense,0.1,Underwriting Risk,516.4006318,-23.80952381
COMP_1_NL,IND03,31.12.2002,22951.13919,INR,2002,19,A,Equity,-0.15,Underwriting Risk,-3442.670879,-71.42857143
COMP_1_NL,IND03,31.12.2002,11475.5696,INR,2002,20,A,Property,-0.1,Underwriting Risk,-1147.55696,-14.28571429
COMP_1_NL,IND03,31.12.2002,11475.5696,INR,2002,21,A,Stock Prices,0.07,Underwriting Risk,803.2898717,300
COMP_1_NL,IND03,31.12.2002,5737.784798,INR,2002,22,A,Market Volatility,0.25,Underwriting Risk,1434.4462,-4.761904762
COMP_1_NL,IND03,31.12.2002,2295.113919,INR,2002,23,L,Premium&Reserve,0.1,Underwriting Risk,229.5113919,-23.80952381
COMP_2_NL,IND03,31.12.2002,11475.5696,INR,2002,19,A,Equity,-0.15,Underwriting Risk,-1721.335439,-71.42857143
COMP_2_NL,IND03,31.12.2002,5737.784798,INR,2002,20,A,Property,-0.1,Underwriting Risk,-573.7784798,23.80952381
COMP_2_NL,IND03,31.12.2002,5737.784798,INR,2002,21,A,Stock Prices,0.07,Underwriting Risk,401.6449359,-33.33333333
COMP_2_NL,IND03,31.12.2002,2868.892399,INR,2002,22,A,Market Volatility,0.25,Underwriting Risk,717.2230998,-4.761904762
COMP_2_NL,IND03,31.12.2002,1147.55696,INR,2002,23,L,Premium&Reserve,0.1,Underwriting Risk,114.755696,-23.80952381
COMP_1_L,IND03,31.03.2003,12910.0158,INR,2002,19,L,Mortality,0.2,Underwriting Risk,2582.003159,50
COMP_1_L,IND03,31.03.2003,5164.006318,INR,2002,20,L,Morbidity,-0.3,Underwriting Risk,-1549.201896,-35
COMP_1_L,IND03,31.03.2003,15492.01896,INR,2002,21,L,Longevity,0.2,Underwriting Risk,3098.403791,-25
COMP_1_L,IND03,31.03.2003,3873.004739,INR,2002,22,L,Lapse,-0.2,Underwriting Risk,-774.6009478,-12.5
COMP_1_L,IND03,31.03.2003,11619.01422,INR,2002,23,L,Expense,0.3,Underwriting Risk,3485.704265,237.5
COMP_2_L,IND03,31.03.2003,6455.007898,INR,2002,19,L,Mortality,0.2,Underwriting Risk,1291.00158,50
COMP_2_L,IND03,31.03.2003,2582.003159,INR,2002,20,L,Morbidity,-0.3,Underwriting Risk,-774.6009478,-35
COMP_2_L,IND03,31.03.2003,7746.009478,INR,2002,21,L,Longevity,0.3,Underwriting Risk,2323.802843,68.75
COMP_2_L,IND03,31.03.2003,1936.502369,INR,2002,22,L,Lapse,-0.25,Underwriting Risk,-484.1255923,-40.625
COMP_2_L,IND03,31.03.2003,5809.507108,INR,2002,23,L,Expense,0.05,Underwriting Risk,290.4753554,-43.75
COMP_1_NL,IND03,31.03.2003,25820.03159,INR,2002,19,A,Equity,-0.2,Underwriting Risk,-5164.006318,-50
